station_key,station_name,charging_station_operator,energy_consumed_kwh_sum,energy_consumed_kwh_mean,charging_duration_hours_mean,charging_rate_kw_mean,sessions_count,popular_vehicle_model,peak_time_of_day,peak_day_of_week,latitude,longitude,city,state,charging_station_location,stations_within_2km,energy_consumed_kwh,charging_duration_hours,state_of_charge_start,state_of_charge_end,avg_soc_delta,weekend_share,sessions_count_norm,energy_consumed_kwh_mean_norm,charging_duration_hours_mean_norm,avg_soc_delta_norm,weekend_share_norm,stations_within_2km_norm,suitability_score
"cr_-_lokmanya_tilak_station,_kurla,_outside_platform_1,_beside_ltt_pay_and_park,_ltt_station,_pipeline_rd,_tilak_nagar,_kurla,_mumbai,_maharashtra_400089","CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",Ather,45.81366157,45.81366157,2.64,17.3546406,10,TATA Tiago,Evening,Friday,19.068262,72.890964,Mumbai,Maharashtra,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",5,49.9052843484,3.8766595100000005,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.3574126265698022,0.12005517880662747,0.6641486658766206,0.5,0.2631578947368421,0.66150729019408
"cr_-_lokmanya_tilak_station,_kurla,_outside_platform_1,_beside_ltt_pay_and_park,_ltt_station,_pipeline_rd,_tilak_nagar,_kurla,_mumbai,_maharashtra_400089","CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",ChargeZone,71.28000416,71.28000416,1.75,40.61639923,10,TATA Tiago,Evening,Friday,19.068262,72.890964,Mumbai,Maharashtra,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",5,49.9052843484,3.8766595100000005,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.5813246801356702,0.07714388999622648,0.6641486658766206,0.5,0.2631578947368421,0.713194174704507
"cr_-_lokmanya_tilak_station,_kurla,_outside_platform_1,_beside_ltt_pay_and_park,_ltt_station,_pipeline_rd,_tilak_nagar,_kurla,_mumbai,_maharashtra_400089","CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",EV Point,93.0603842,46.5301921,1.44,28.60730485,10,TATA Tiago,Evening,Friday,19.068262,72.890964,Mumbai,Maharashtra,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",5,49.9052843484,3.8766595100000005,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.3637126997682968,0.0621972613094576,0.6641486658766206,0.5,0.2631578947368421,0.6572965167439867
"cr_-_lokmanya_tilak_station,_kurla,_outside_platform_1,_beside_ltt_pay_and_park,_ltt_station,_pipeline_rd,_tilak_nagar,_kurla,_mumbai,_maharashtra_400089","CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",Jio-bp Pulse,72.28811626000001,36.144058130000005,1.845,23.88943474,10,TATA Tiago,Evening,Friday,19.068262,72.890964,Mumbai,Maharashtra,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",5,49.9052843484,3.8766595100000005,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.27239292828504824,0.08172430846475243,0.6641486658766206,0.5,0.2631578947368421,0.6364192785887041
"cr_-_lokmanya_tilak_station,_kurla,_outside_platform_1,_beside_ltt_pay_and_park,_ltt_station,_pipeline_rd,_tilak_nagar,_kurla,_mumbai,_maharashtra_400089","CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",Statiq,71.14274636,71.14274636,4.8,14.82991098,10,TATA Tiago,Evening,Friday,19.068262,72.890964,Mumbai,Maharashtra,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",5,49.9052843484,3.8766595100000005,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.5801178450451063,0.2241994303015332,0.6641486658766206,0.5,0.2631578947368421,0.7275980199623967
"cr_-_lokmanya_tilak_station,_kurla,_outside_platform_1,_beside_ltt_pay_and_park,_ltt_station,_pipeline_rd,_tilak_nagar,_kurla,_mumbai,_maharashtra_400089","CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",VoltaPoint,77.63234569,77.63234569,6.94,11.17901456,10,TATA Tiago,Evening,Friday,19.068262,72.890964,Mumbai,Maharashtra,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",5,49.9052843484,3.8766595100000005,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.6371774525511552,0.3273793831714861,0.6641486658766206,0.5,0.2631578947368421,0.7521809171259042
"d298,_ttc_industrial_area,_turbhe","D298, TTC Industrial area, turbhe",Kazam,27.70606779,27.70606779,0.61,45.32674459,2,Hyundai Kona,Afternoon,Tuesday,19.06895357,73.02251015,Mumbai,Maharashtra,"D298, TTC Industrial area, turbhe",3,17.34241957,0.4,35.157280390000004,88.70365568,53.54637528999999,0.0,0.1111111111111111,0.1982021512497835,0.02217886837391511,0.8011530012283992,0.0,0.15789473684210525,0.33714605319667035
"d298,_ttc_industrial_area,_turbhe","D298, TTC Industrial area, turbhe",Tata Power,6.97877135,6.97877135,0.19,35.78892354,2,Hyundai Kona,Afternoon,Tuesday,19.06895357,73.02251015,Mumbai,Maharashtra,"D298, TTC Industrial area, turbhe",3,17.34241957,0.4,35.157280390000004,88.70365568,53.54637528999999,0.0,0.1111111111111111,0.015958018848480422,0.0019285972499056628,0.8011530012283992,0.0,0.15789473684210525,0.28955999298394364
"dahisar_check_naka_parking,_mumbai","Dahisar Check Naka Parking, Mumbai",VoltaPoint,83.45776887,41.728884435,1.475,33.958801385,2,Hyundai Kona,Night,Thursday,19.2567,72.8572,Mumbai,Maharashtra,"Dahisar Check Naka Parking, Mumbai",1,41.728884435,1.475,67.232897275,75.07548801,7.842590735000002,0.0,0.1111111111111111,0.32149734610012437,0.06388478390312506,0.5015490166711047,0.0,0.05263157894736842,0.34298931946279293
"dahisar_east_station,_mumbai","Dahisar East Station, Mumbai",ChargeZone,124.873987465,41.624662488333335,1.2933333333333332,37.65392366,3,Hyundai Kona,Afternoon,Friday,19.2505,72.8591,Mumbai,Maharashtra,"Dahisar East Station, Mumbai",6,41.624662488333335,1.2933333333333332,64.69776136,81.19510066333333,16.497339303333334,0.3333333333333333,0.2222222222222222,0.320580977759351,0.0551257380598035,0.5582838621912561,0.3333333333333333,0.3157894736842105,0.3498097542996527
"devidas_lane,_shanti_ashram_borivali_west,_near_st.lawrence_high_school,_mumbai,_maharashtra_,borivali","Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",ChargeZone,42.0179595,42.0179595,3.16,13.30298668,3,MG Comet,Evening,Wednesday,19.2402364,72.8481819,Mumbai,Maharashtra,"Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",4,54.07291918666667,2.893333333333333,58.25285268333334,70.58767889333333,12.334826209999996,0.3333333333333333,0.2222222222222222,0.32403902994067135,0.14512694305540108,0.5309971610859284,0.3333333333333333,0.21052631578947367,0.37137085636295386
"devidas_lane,_shanti_ashram_borivali_west,_near_st.lawrence_high_school,_mumbai,_maharashtra_,borivali","Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",Magenta,45.6603132,45.6603132,1.12,40.67941804,3,MG Comet,Evening,Wednesday,19.2402364,72.8481819,Mumbai,Maharashtra,"Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",4,54.07291918666667,2.893333333333333,58.25285268333334,70.58767889333333,12.334826209999996,0.3333333333333333,0.2222222222222222,0.3560643156250197,0.04676848331021231,0.5309971610859284,0.3333333333333333,0.21052631578947367,0.3695413318095221
"devidas_lane,_shanti_ashram_borivali_west,_near_st.lawrence_high_school,_mumbai,_maharashtra_,borivali","Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",VoltaPoint,74.54048486,74.54048486,4.4,16.93586894,3,MG Comet,Evening,Wednesday,19.2402364,72.8481819,Mumbai,Maharashtra,"Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",4,54.07291918666667,2.893333333333333,58.25285268333334,70.58767889333333,12.334826209999996,0.3333333333333333,0.2222222222222222,0.6099923589187065,0.2049134578024766,0.5309971610859284,0.3333333333333333,0.21052631578947367,0.4488378400821702
"diamond_garden,_chembur,_mumbai","Diamond Garden, Chembur, Mumbai",Magenta,66.17491556,66.17491556,16.16,4.096052506,1,Hyundai Kona,Night,Wednesday,19.0458,72.8991,Mumbai,Maharashtra,"Diamond Garden, Chembur, Mumbai",6,66.17491556,16.16,57.51855751,59.21834421,1.699786699999997,0.0,0.0,0.5364383417059592,0.7719210492747411,0.46128082918597696,0.0,0.3157894736842105,0.3831253936792289
"dombivli_east_railway_parking,_thane","Dombivli East Railway Parking, Thane",Tata Power,123.19582462,61.59791231,7.0464699175,26.50712322,2,TATA Nexon,Evening,Friday,19.2188,73.0935,Mumbai,Maharashtra,"Dombivli East Railway Parking, Thane",2,61.59791231,7.0464699175,37.71968578,61.069875804999995,23.350190024999996,0.5,0.1111111111111111,0.49619517788047984,0.33251282292369067,0.6032066492597299,0.5,0.10526315789473684,0.4208804893561269
"dr_ambedkar_rd,_parel,_mumbai","Dr Ambedkar Rd, Parel, Mumbai",Kazam,45.0685333,45.0685333,1.1,41.03311514,2,Hyundai Kona,Afternoon,Friday,19.0094,72.8394,Mumbai,Maharashtra,"Dr Ambedkar Rd, Parel, Mumbai",11,51.396456380000004,6.984999999999999,46.767209365,85.8528673,39.085657935,0.5,0.1111111111111111,0.35086110859991526,0.04580418468525948,0.7063580388133919,0.5,0.5789473684210527,0.3002961850662445
"dr_ambedkar_rd,_parel,_mumbai","Dr Ambedkar Rd, Parel, Mumbai",VoltaPoint,57.72437946,57.72437946,12.87,4.485647105,2,Hyundai Kona,Afternoon,Friday,19.0094,72.8394,Mumbai,Maharashtra,"Dr Ambedkar Rd, Parel, Mumbai",11,51.396456380000004,6.984999999999999,46.767209365,85.8528673,39.085657935,0.5,0.1111111111111111,0.4621372564521029,0.6132939254700004,0.7063580388133919,0.5,0.5789473684210527,0.3848641961077655
"eastern_express_hwy,_near_viviana_mall,_thane,_mumbai","Eastern Express Hwy, Near Viviana Mall, Thane, Mumbai",Kazam,168.95018977,56.31672992333333,3.1133333333333333,23.247830170666663,3,Hyundai Kona,Afternoon,Thursday,19.1866,72.9728,Mumbai,Maharashtra,"Eastern Express Hwy, Near Viviana Mall, Thane, Mumbai",2,56.316729923333334,3.1133333333333333,52.81617248,62.00615435333333,9.18998187333333,0.0,0.2222222222222222,0.4497605401120093,0.14287691293051114,0.510381627749867,0.0,0.10526315789473684,0.4152733745771008
"entrance_gate_3,_phoenix_market_city,_lal_bahadur_shastri_rd,_kurla_west,_mumbai","Entrance Gate 3, Phoenix Market City, Lal Bahadur Shastri Rd, Kurla West, Mumbai",ChargeZone,36.70152016,36.70152016,1.92,19.12193264,1,TATA Curvv,Evening,Sunday,19.0751,72.8893,Mumbai,Maharashtra,"Entrance Gate 3, Phoenix Market City, Lal Bahadur Shastri Rd, Kurla West, Mumbai",11,36.70152016,1.92,26.34819844,95.16288707,68.81468862999999,1.0,0.0,0.2772943964672643,0.08534042830832554,0.9012420323375931,1.0,0.5789473684210527,0.27620184153512967
"fortune_cars,_navi_mumbai,_plot_no._d-400,_ttc_industrial_area,_midc,_near_uran_phata_signal,_nerul,_navi_mumbai,_maharashtra_-_400706","Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",ChargeZone,148.30855501,49.43618500333333,1.2933333333333332,35.99266549666667,10,TATA Tiago,Evening,Friday,19.03639,73.029907,Mumbai,Maharashtra,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",2,49.9052843484,3.0575988648,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.38926355522913214,0.0551257380598035,0.6641486658766206,0.5,0.10526315789473684,0.6866612888105459
"fortune_cars,_navi_mumbai,_plot_no._d-400,_ttc_industrial_area,_midc,_near_uran_phata_signal,_nerul,_navi_mumbai,_maharashtra_-_400706","Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",EVteQ,62.04623037,62.04623037,3.34,18.56265579,10,TATA Tiago,Evening,Friday,19.03639,73.029907,Mumbai,Maharashtra,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",2,49.9052843484,3.0575988648,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.5001370009793603,0.15380563067997655,0.6641486658766206,0.5,0.10526315789473684,0.7242476395101202
"fortune_cars,_navi_mumbai,_plot_no._d-400,_ttc_industrial_area,_midc,_near_uran_phata_signal,_nerul,_navi_mumbai,_maharashtra_-_400706","Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",Magenta,165.33615637999998,55.11205212666666,4.193333333333333,15.259341419999998,10,TATA Tiago,Evening,Friday,19.03639,73.029907,Mumbai,Maharashtra,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",2,49.9052843484,3.0575988648,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.43916844670937205,0.194949038677964,0.6641486658766206,0.5,0.10526315789473684,0.7131198417424219
"fortune_cars,_navi_mumbai,_plot_no._d-400,_ttc_industrial_area,_midc,_near_uran_phata_signal,_nerul,_navi_mumbai,_maharashtra_-_400706","Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",Tata Power,71.28000416,71.28000416,1.75,40.61639923,10,TATA Tiago,Evening,Friday,19.03639,73.029907,Mumbai,Maharashtra,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",2,49.9052843484,3.0575988648,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.5813246801356702,0.07714388999622648,0.6641486658766206,0.5,0.10526315789473684,0.7368783852308227
"fortune_cars,_navi_mumbai,_plot_no._d-400,_ttc_industrial_area,_midc,_near_uran_phata_signal,_nerul,_navi_mumbai,_maharashtra_-_400706","Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",VoltaPoint,6.268235994,6.268235994,6.385988648,26.50712322,10,TATA Tiago,Evening,Friday,19.03639,73.029907,Mumbai,Maharashtra,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",2,49.9052843484,3.0575988648,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.009710658037604167,0.30066776392439315,0.6641486658766206,0.5,0.10526315789473684,0.6163272670991229
"fortune_cars,_navi_mumbai,_plot_no._d-400,_ttc_industrial_area,_midc,_near_uran_phata_signal,_nerul,_navi_mumbai,_maharashtra_-_400706","Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",Volttic,45.81366157,45.81366157,2.64,17.3546406,10,TATA Tiago,Evening,Friday,19.03639,73.029907,Mumbai,Maharashtra,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",2,49.9052843484,3.0575988648,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.3574126265698022,0.12005517880662747,0.6641486658766206,0.5,0.10526315789473684,0.6851915007203958
"g-603/604,_vasari_hill_rd,_malad,_sunder_nagar,_goregaon_west,_mumbai","G-603/604, Vasari Hill Rd, Malad, Sunder Nagar, Goregaon West, Mumbai",EV Dock,79.00225971,79.00225971,2.93,26.97742286,1,Hyundai Kona,Night,Friday,19.1787,72.8446,Mumbai,Maharashtra,"G-603/604, Vasari Hill Rd, Malad, Sunder Nagar, Goregaon West, Mumbai",9,79.00225971,2.93,22.53375157,93.2978301,70.76407853,0.0,0.0,0.6492223804925286,0.1340375088684435,0.9140209517899398,0.0,0.47368421052631576,0.39175985719952017
"gala_no14_a,_kbm_compound,_military_road,_raje_shivaji_nagar,_marol,_andheri_east,_400072","Gala No14 A, KBM compound, military road, raje shivaji nagar, marol, andheri east, 400072",VoltaPoint,62.42036137,62.42036137,2.09,29.9083034,1,Hyundai Kona,Night,Thursday,19.12012455,72.88724762,Mumbai,Maharashtra,"Gala No14 A, KBM compound, military road, raje shivaji nagar, marol, andheri east, 400072",17,62.42036137,2.09,119.0511075,50.38374048,-68.66736702,0.0,0.0,0.5034265365778309,0.0935369666204246,0.0,0.0,0.894736842105263,0.15099980449071074
"gd_ambekar_marg,_lal_baug,_parel,_mumbai,_maharashtra","GD Ambekar Marg, Lal Baug, Parel, Mumbai, Maharashtra",EVteQ,33.39817876,33.39817876,2.32,14.42092922,1,TATA Nexon,Morning,Tuesday,18.9917205,72.841513,Mumbai,Maharashtra,"GD Ambekar Marg, Lal Baug, Parel, Mumbai, Maharashtra",13,33.39817876,2.32,23.34413923,68.13930115,44.79516192,0.0,0.0,0.24824986626473747,0.10462640080738216,0.7437857958450491,0.0,0.6842105263157894,0.23146139707631153
"ghansoli_station_east,_navi_mumbai","Ghansoli Station East, Navi Mumbai",Volttic,67.17701749,33.588508745,1.48,22.72673073,2,Hyundai Kona,Afternoon,Saturday,19.1339,73.0011,Mumbai,Maharashtra,"Ghansoli Station East, Navi Mumbai",0,33.588508745,1.48,31.707688375,83.28353157500001,51.57584320000001,0.5,0.1111111111111111,0.24992333695044341,0.06412585855936326,0.7882354874686459,0.5,0.0,0.3760176321027329
"ghatkopar_east,_mumbai","Ghatkopar East, Mumbai",ATUM,48.50288659,48.50288659,1.11,43.60970746,3,Hyundai Kona,Night,Monday,19.0836,72.9136,Mumbai,Maharashtra,"Ghatkopar East, Mumbai",2,37.055208130000004,2.83,47.31698446666667,80.33355842333333,33.01657395666666,0.3333333333333333,0.2222222222222222,0.38105755691662646,0.04628633399773589,0.6665731115863406,0.3333333333333333,0.10526315789473684,0.4118672934604485
"ghatkopar_east,_mumbai","Ghatkopar East, Mumbai",Statiq,62.6627378,31.3313689,3.69,9.8925880285,3,Hyundai Kona,Night,Monday,19.0836,72.9136,Mumbai,Maharashtra,"Ghatkopar East, Mumbai",2,37.055208130000004,2.83,47.31698446666667,80.33355842333333,33.01657395666666,0.3333333333333333,0.2222222222222222,0.23007750254791118,0.17068085661665108,0.6665731115863406,0.3333333333333333,0.10526315789473684,0.3865617321301612
"gut_no.151/2,_village_-_ajivali,_taluka_-_panvel,_raigad,_ajivali,_410216","GUT NO.151/2, VILLAGE - AJIVALI, TALUKA - PANVEL, RAIGAD, AJIVALI, 410216",Kazam,8.349591228,8.349591228,0.18,47.48218949,2,Hyundai Kona,Evening,Monday,18.9563188,73.1626506,Mumbai,Maharashtra,"GUT NO.151/2, VILLAGE - AJIVALI, TALUKA - PANVEL, RAIGAD, AJIVALI, 410216",0,26.961779444,2.145,44.514056055,75.1015498,30.587493745000003,0.5,0.1111111111111111,0.028010911519154746,0.001446447937429247,0.6506496576030316,0.5,0.0,0.2936337102028752
"gut_no.151/2,_village_-_ajivali,_taluka_-_panvel,_raigad,_ajivali,_410216","GUT NO.151/2, VILLAGE - AJIVALI, TALUKA - PANVEL, RAIGAD, AJIVALI, 410216",Tata Power,45.57396766,45.57396766,4.11,11.089827,2,Hyundai Kona,Evening,Monday,18.9563188,73.1626506,Mumbai,Maharashtra,"GUT NO.151/2, VILLAGE - AJIVALI, TALUKA - PANVEL, RAIGAD, AJIVALI, 410216",0,26.961779444,2.145,44.514056055,75.1015498,30.587493745000003,0.5,0.1111111111111111,0.35530512505380496,0.19093112774066054,0.6506496576030316,0.5,0.0,0.3944057315668609
"hiranandani_gardens,_powai,_mumbai","Hiranandani Gardens, Powai, Mumbai",Ather,213.12059449,71.04019816333333,4.036666666666666,18.24725944,3,Hyundai Kona,Evening,Friday,19.1206,72.9188,Mumbai,Maharashtra,"Hiranandani Gardens, Powai, Mumbai",17,71.04019816333333,4.036666666666666,44.698859260000006,79.01310755333334,34.314248293333335,0.3333333333333333,0.2222222222222222,0.5792161931010172,0.18739536611583346,0.6750798119768785,0.3333333333333333,0.894736842105263,0.3583728081453577
"indraprastha_mall,_borivali_west,_mumbai","Indraprastha Mall, Borivali West, Mumbai",Tata Power,8.115370261,8.115370261,14.42669236,26.50712322,1,MG Comet,Evening,Saturday,19.233,72.8552,Mumbai,Maharashtra,"Indraprastha Mall, Borivali West, Mumbai",6,8.115370261,14.42669236,22.18992507,99.62809793,77.43817286,1.0,0.0,0.025951530690368332,0.6883497405811294,0.9577719293960272,1.0,0.3157894736842105,0.3216202250874775
"inorbit_mall,_goregaon_west,_mumbai","Inorbit Mall, Goregaon West, Mumbai",Jio-bp Pulse,42.51736092,42.51736092,1.07,39.91263736,1,TATA Curvv,Morning,Saturday,19.1643,72.8346,Mumbai,Maharashtra,"Inorbit Mall, Goregaon West, Mumbai",4,42.51736092,1.07,88.94643474,63.74334492,-25.203089820000002,1.0,0.0,0.3284300019505202,0.04435773674783023,0.2849232456745893,1.0,0.21052631578947367,0.24770281364518038
"iocl_sahara_hospitality,_vile_parle,_opp._domestic_airport,_navpada,_vile_parle_east,_vile_parle,_mumbai,_maharashtra_400099","IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",ATUM,76.49931987,76.49931987,2.04,37.44551098,10,TATA Tiago,Evening,Friday,19.094122,72.85223,Mumbai,Maharashtra,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",1,49.9052843484,3.2421092258999997,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.627215357004739,0.09112622005804254,0.6641486658766206,0.5,0.05263157894736842,0.7576440242963767
"iocl_sahara_hospitality,_vile_parle,_opp._domestic_airport,_navpada,_vile_parle_east,_vile_parle,_mumbai,_maharashtra_400099","IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",ChargeZone,45.81366157,45.81366157,2.64,17.3546406,10,TATA Tiago,Evening,Friday,19.094122,72.85223,Mumbai,Maharashtra,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",1,49.9052843484,3.2421092258999997,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.3574126265698022,0.12005517880662747,0.6641486658766206,0.5,0.05263157894736842,0.6930862375625011
"iocl_sahara_hospitality,_vile_parle,_opp._domestic_airport,_navpada,_vile_parle_east,_vile_parle,_mumbai,_maharashtra_400099","IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",EV Point,67.835585244,33.917792622,4.8605461295,33.91169752,10,TATA Tiago,Evening,Friday,19.094122,72.85223,Mumbai,Maharashtra,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",1,49.9052843484,3.2421092258999997,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.25281855556476274,0.22711865777268653,0.6641486658766206,0.5,0.05263157894736842,0.6776440677078471
"iocl_sahara_hospitality,_vile_parle,_opp._domestic_airport,_navpada,_vile_parle_east,_vile_parle,_mumbai,_maharashtra_400099","IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",Kazam,62.04623037,62.04623037,3.34,18.56265579,10,TATA Tiago,Evening,Friday,19.094122,72.85223,Mumbai,Maharashtra,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",1,49.9052843484,3.2421092258999997,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.5001370009793603,0.15380563067997655,0.6641486658766206,0.5,0.05263157894736842,0.7321423763522255
"iocl_sahara_hospitality,_vile_parle,_opp._domestic_airport,_navpada,_vile_parle_east,_vile_parle,_mumbai,_maharashtra_400099","IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",Magenta,71.28000416,71.28000416,1.75,40.61639923,10,TATA Tiago,Evening,Friday,19.094122,72.85223,Mumbai,Maharashtra,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",1,49.9052843484,3.2421092258999997,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.5813246801356702,0.07714388999622648,0.6641486658766206,0.5,0.05263157894736842,0.744773122072928
"iocl_sahara_hospitality,_vile_parle,_opp._domestic_airport,_navpada,_vile_parle_east,_vile_parle,_mumbai,_maharashtra_400099","IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",VoltaPoint,77.63234569,77.63234569,6.94,11.17901456,10,TATA Tiago,Evening,Friday,19.094122,72.85223,Mumbai,Maharashtra,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",1,49.9052843484,3.2421092258999997,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.6371774525511552,0.3273793831714861,0.6641486658766206,0.5,0.05263157894736842,0.7837598644943252
